content,category,,,Legal Document
"The one small exception during metric computation is for the Parties label, which (unlike for the other",Legal Documents,,,
labels) often has several very small extracted segments of text in a given contract. We relax what,Legal Documents,,,
0 20 40 60 80 100,Legal Documents,,,
CUAD Performance by CategoryFigure 8: Comparison of Precision @ 80% Recall for DeBERTa-xlarge across different label cate-,Legal Documents,,,
"gories. While performance is high for some labels, it is has much room for improvement for other",Legal Documents,,,
labels.,Legal Documents,,,
counts as a match for the Parties label by also counting as a match any case when the ground truth,Legal Documents,,,
segment is a substring of a predicted extraction of text. This is reasonable in practice because our,Legal Documents,,,
predicted extractions are bounded by to be at most about a paragraph in length. Another exception is,Legal Documents,,,
that the Price Restrictions provision did not have examples in the test set due to randomization in our,Legal Documents,,,
"train-test split, so performance for that class was ignored in this paper.",Legal Documents,,,
A.2 Dataset Details,Legal Documents,,,
Labeling Process Details. The steps of our dataset creation process is as follows.,Legal Documents,,,
11,Legal Documents,,,
Contract Type Number of Contracts,Legal Documents,,,
Affiliate Agreement 10,Legal Documents,,,
Agency Agreement 13,Legal Documents,,,
Collaboration Agreement 26,Legal Documents,,,
Co-Branding Agreement 22,Legal Documents,,,
Consulting Agreement 11,Legal Documents,,,
Development Agreement 29,Legal Documents,,,
Distributor Agreement 32,Legal Documents,,,
Endorsement Agreement 24,Legal Documents,,,
Franchise Agreement 15,Legal Documents,,,
Hosting Agreement 20,Legal Documents,,,
IP Agreement 17,Legal Documents,,,
Joint Venture Agreement 23,Legal Documents,,,
License Agreement 33,Legal Documents,,,
Maintenance Agreement 34,Legal Documents,,,
Manufacturing Agreement 17,Legal Documents,,,
Marketing Agreement 17,Legal Documents,,,
Non-Compete Agreement 3,Legal Documents,,,
Outsourcing Agreement 18,Legal Documents,,,
Promotion Agreement 12,Legal Documents,,,
Reseller Agreement 12,Legal Documents,,,
Service Agreement 28,Legal Documents,,,
Sponsorship Agreement 31,Legal Documents,,,
Supply Agreement 18,Legal Documents,,,
Strategic Alliance Agreement 32,Legal Documents,,,
Transportation Agreement 13,Legal Documents,,,
Total 510,Legal Documents,,,
Table 3: A breakdown of contract types and their count.,Legal Documents,,,
1. Law Student training. Law students attended training sessions on each of the categories,Legal Documents,,,
"that included a summary, video instructions by experienced attorneys, multiple quizzes and",Legal Documents,,,
"workshops. Students were then required to label sample contracts in eBrevia, an online",Legal Documents,,,
contract review tool. The initial training took approximately 70-100 hours.,Legal Documents,,,
2. Law Student Label. Law students conducted manual contract review and labeling in eBrevia.,Legal Documents,,,
3. Key Word Search. Law students conducted keyword search in eBrevia to capture additional,Legal Documents,,,
categories that have been missed during the “Student Label” step.,Legal Documents,,,
4. Category-by-Category Report Review. Law students exported the labeled clauses into,Legal Documents,,,
"reports, review each clause category-by-category and highlight clauses that they believe are",Legal Documents,,,
mislabeled.,Legal Documents,,,
5. Attorney Review. Experienced attorneys reviewed the category-by-category report with,Legal Documents,,,
"students comments, provided comments and addressed student questions. When applicable,",Legal Documents,,,
attorneys discussed such results with the students and reached consensus. Students made,Legal Documents,,,
changes in eBrevia accordingly.,Legal Documents,,,
"6. eBrevia Extras Review. Attorneys and students used eBrevia to generate a list of “extras,”",Legal Documents,,,
which are clauses that eBrevia AI tool identified as responsive to a category but not labeled,Legal Documents,,,
by human annotators. Attorneys and students reviewed all of the “extras” and added the,Legal Documents,,,
correct ones. The process is repeated until all or substantially all of the “extras” are incorrect,Legal Documents,,,
7. Final Report. The final report was exported into a CSV file. Volunteers manually added the,Legal Documents,,,
“Yes/No” answer column to categories that do not contain an answer.,Legal Documents,,,
Redacted Information. Some clauses in the files are redacted because the party submitting these,Legal Documents,,,
contracts redacted them to protect confidentiality. Such redaction may show up as *** or ___ or blank,Legal Documents,,,
"space. The dataset and the answers reflect such redactions. For example, the answer for “January __",Legal Documents,,,
2020” would be “1/[]/2020”).,Legal Documents,,,
12,Legal Documents,,,
Some sentences in the files include confidential legends that are not part of the contracts. An,Legal Documents,,,
example of such confidential legend is as follows: THIS EXHIBIT HAS BEEN REDACTED AND,Legal Documents,,,
IS THE SUBJECT OF A CONFIDENTIAL TREATMENT REQUEST. REDACTED MATERIAL IS,Legal Documents,,,
MARKED WITH [* * *] AND HAS BEEN FILED SEPARATELY WITH THE SECURITIES AND,Legal Documents,,,
EXCHANGE COMMISSION. Some sentences in the files contain irrelevant information such as,Legal Documents,,,
footers or page numbers. Some sentences may not be relevant to the corresponding category. Some,Legal Documents,,,
sentences may correspond to a different category. Because many legal clauses are very long and,Legal Documents,,,
"contain various sub-parts, sometimes only a sub-part of a sentence is responsive to a category.",Legal Documents,,,
"Contract Types. We provide a list of each of the 25 contract types, along with the number of",Legal Documents,,,
"contracts in CUAD of each type, in Table 3.",Legal Documents,,,
Label Category Details. We provide descriptions of every label category in Tables 4 and 5.,Legal Documents,,,
A.3 Conversion to SQuAD 2.0 Format,Legal Documents,,,
"In the question answering literature, some datasets have answers that are spans of given input text,",Legal Documents,,,
"similar to us. A particularly notable dataset that shares this format is SQuAD 2.0 (Rajpurkar et al.,",Legal Documents,,,
"2018), a reading comprehension dataset with questions that have spans of the passage as answers.",Legal Documents,,,
"To facilitate the use of prior work on datasets such as SQuAD 2.0, we format our dataset in the same",Legal Documents,,,
"format. In particular, we first segment a contract into different paragraphs typically range from one",Legal Documents,,,
"to five sentences. Then for each label category and each such paragraph, we format the question as",Legal Documents,,,
follows:,Legal Documents,,,
"“Highlight the parts (if any) of this clause related to ""<Label Category>"". Details: <Label Category",Legal Documents,,,
Description>”,Legal Documents,,,
where the label category descriptions are the same as in Tables 4 and 5.,Legal Documents,,,
"The answer is then the span of text of the given passage that should be highlighted, or the empty",Legal Documents,,,
"string if nothing should be highlighted as relevant to that label category, along with the character",Legal Documents,,,
position where that span begins.,Legal Documents,,,
13,Legal Documents,,,
Document Name The name of the contract,Legal Documents,,,
Parties The two or more parties who signed the contract,Legal Documents,,,
Agreement Date The date of the contract,Legal Documents,,,
Expiration Date On what date will the contract’s initial term expire?,Legal Documents,,,
Renewal Term What is the renewal term after the initial term expires? This includes,Legal Documents,,,
automatic extensions and unilateral extensions with prior notice.,Legal Documents,,,
Notice to Terminate Re-,Legal Documents,,,
newal,Legal Documents,,,
What is the notice period required to terminate renewal?,Legal Documents,,,
Most Favored Nation Is there a clause that if a third party gets better terms on the licensing,Legal Documents,,,
"or sale of technology/goods/services described in the contract, the",Legal Documents,,,
buyer of such technology/goods/services under the contract shall,Legal Documents,,,
be entitled to those better terms?,Legal Documents,,,
Non-Compete Is there a restriction on the ability of a party to compete with,Legal Documents,,,
the counterparty or operate in a certain geography or business or,Legal Documents,,,
technology sector?,Legal Documents,,,
Exclusivity Is there an exclusive dealing commitment with the counterparty?,Legal Documents,,,
This includes a commitment to procure all “requirements” from one,Legal Documents,,,
"party of certain technology, goods, or services or a prohibition on",Legal Documents,,,
"licensing or selling technology, goods or services to third parties,",Legal Documents,,,
"or a prohibition on collaborating or working with other parties),",Legal Documents,,,
whether during the contract or after the contract ends (or both).,Legal Documents,,,
No-Solicit of Customers Is a party restricted from contracting or soliciting customers or,Legal Documents,,,
"partners of the counterparty, whether during the contract or after",Legal Documents,,,
the contract ends (or both)?,Legal Documents,,,
Competitive Restriction,Legal Documents,,,
Exception,Legal Documents,,,
"This category includes the exceptions or carveouts to Non-Compete,",Legal Documents,,,
Exclusivity and No-Solicit of Customers above.,Legal Documents,,,
No-Solicit of Employees Is there a restriction on a party’s soliciting or hiring employees,Legal Documents,,,
"and/or contractors from the counterparty, whether during the con-",Legal Documents,,,
tract or after the contract ends (or both)?,Legal Documents,,,
Termination for Conve-,Legal Documents,,,
nience,Legal Documents,,,
Can a party terminate this contract without cause (solely by giving,Legal Documents,,,
a notice and allowing a waiting period to expire)?,Legal Documents,,,
"ROFR/ROFO/ROFN Is there a clause granting one party a right of first refusal, right of",Legal Documents,,,
"first offer or right of first negotiation to purchase, license, market, or",Legal Documents,,,
"distribute equity interest, technology, assets, products or services?",Legal Documents,,,
Change of Control Does one party have the right to terminate or is consent or notice,Legal Documents,,,
required of the counterparty if such party undergoes a change of,Legal Documents,,,
"control, such as a merger, stock sale, transfer of all or substantially",Legal Documents,,,
"all of its assets or business, or assignment by operation of law?",Legal Documents,,,
Anti-Assignment Is consent or notice required of a party if the contract is assigned to,Legal Documents,,,
a third party?,Legal Documents,,,
Revenue/Profit Sharing Is one party required to share revenue or profit with the counterparty,Legal Documents,,,
"for any technology, goods, or services?",Legal Documents,,,
Price Restriction Is there a restriction on the ability of a party to raise or reduce prices,Legal Documents,,,
"of technology, goods, or services provided?",Legal Documents,,,
Minimum Commitment Is there a minimum order size or minimum amount or units per-,Legal Documents,,,
time period that one party must buy from the counterparty under,Legal Documents,,,
the contract?,Legal Documents,,,
"Volume Restriction Is there a fee increase or consent requirement, etc. if one party’s",Legal Documents,,,
use of the product/services exceeds certain threshold?,Legal Documents,,,
IP Ownership Assign-,Legal Documents,,,
ment,Legal Documents,,,
Does intellectual property created by one party become the property,Legal Documents,,,
